[header]
width=32
height=32
tilewidth=21
tileheight=21
orientation=orthogonal

[tilesets]
tileset=spritesheet.png,21,21,0,0

[layer]
type=Tile Layer 1
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,728,728,728,728,0,728,0,0,0,728,0,728,728,728,728,0,728,728,728,0,728,728,728,0,0,0,0,
0,0,0,0,0,728,728,728,728,0,728,0,0,0,728,0,728,0,0,728,0,728,728,728,0,0,0,728,728,728,0,0,
0,0,0,0,0,728,728,728,728,0,728,728,0,728,728,0,728,0,0,728,0,0,728,728,728,0,0,0,728,0,0,0,
0,0,0,0,0,728,728,0,0,0,728,728,0,728,728,0,728,0,0,728,0,0,728,0,728,0,0,0,728,0,0,0,
0,0,0,0,0,728,728,0,0,0,728,728,728,728,728,0,728,0,0,728,0,0,728,0,728,0,0,0,728,0,0,0,
0,0,0,0,0,728,728,728,728,0,728,728,728,728,728,0,728,0,0,728,0,0,728,0,728,0,0,0,728,0,0,0,
0,0,0,0,0,0,0,728,728,0,728,728,0,728,728,0,728,0,0,728,0,728,728,0,0,728,0,0,728,0,0,0,
0,0,0,0,0,728,728,728,728,0,728,728,0,728,728,0,728,0,0,728,0,728,0,0,728,728,0,0,728,0,0,0,
0,0,0,0,0,728,728,728,728,0,728,0,0,0,728,0,728,728,728,728,728,728,728,728,728,0,0,0,728,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,728,728,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,728,728,0,728,728,728,0,0,728,0,0,0,728,0,0,0,728,0,0,0,0,0,0,0,728,728,0,
0,0,0,0,0,0,728,0,0,0,728,0,0,728,0,0,0,728,0,0,0,728,728,728,728,0,0,0,728,0,0,0,
0,0,0,0,0,0,728,0,0,0,728,0,0,728,0,0,0,728,0,0,728,728,0,0,728,0,0,0,728,728,0,0,
0,0,0,0,0,0,728,0,0,0,728,0,0,728,728,0,0,728,0,0,728,0,0,0,728,728,0,0,728,728,0,0,
0,0,0,0,0,0,728,0,0,728,728,0,0,0,728,0,0,728,0,0,728,0,0,0,0,728,0,0,728,0,0,0,
0,0,0,0,0,0,728,728,728,728,0,0,0,0,728,728,0,728,0,0,728,728,0,0,728,728,0,0,728,0,728,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,728,728,728,0,0,0,728,728,728,728,0,0,0,728,728,728,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

